date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT,forecastHUFL,forecastHULL,forecastMUFL,forecastMULL,forecastLUFL,forecastLULL,forecastOT,MSE,MAE
2016/7/1 0:00,5.827000141,2.009000063,1.598999977,0.462000012,4.203000069,1.340000033,30.53100014,12.275448,4.0920177,7.943887,2.1758626,4.0636544,1.3294154,9.668514,74.91131654,5.371804507
2016/7/1 1:00,5.69299984,2.075999975,1.491999984,0.425999999,4.142000198,1.371000051,27.78700066,12.388137,3.9470844,7.9371996,2.0504029,4.076195,1.3202323,10.110684,57.85202568,4.918387673
2016/7/1 2:00,5.157000065,1.741000056,1.279000044,0.354999989,3.77699995,1.218000054,27.78700066,14.881731,5.1660967,9.914679,2.9469395,4.318518,1.3356764,9.074845,76.8638056,6.249828015
2016/7/1 3:00,5.090000153,1.942000031,1.279000044,0.391000003,3.806999922,1.279000044,25.04400063,15.41619,5.643532,10.068337,3.2806764,4.569787,1.4549322,9.1459465,65.61359012,6.077644076
2016/7/1 4:00,5.357999802,1.942000031,1.491999984,0.462000012,3.868000031,1.279000044,21.94799995,15.930895,5.896364,11.013738,3.5123901,4.6256933,1.4493533,9.399215,55.06665783,5.796602678
2016/7/1 5:00,5.625999928,2.142999887,1.527999997,0.532999992,4.051000118,1.371000051,21.17399979,16.614305,6.13237,11.3206835,3.6353345,4.7397423,1.4626336,8.76264,56.67195231,5.86634696
2016/7/1 6:00,7.166999817,2.947000027,2.131999969,0.782000005,5.026000023,1.85800004,22.79199982,16.679363,6.1710367,11.251677,3.5673776,4.8888664,1.5263975,8.997755,54.60232276,5.557776495
2016/7/1 7:00,7.434999943,3.282000065,2.309999943,1.031000018,5.086999893,2.223999977,23.1439991,16.876537,6.1038175,11.733629,3.5513732,4.980544,1.5192097,9.124647,55.61609096,5.576850714
2016/7/1 8:00,5.559000015,3.013999939,2.451999903,1.172999978,2.954999924,1.432000041,21.66699982,16.622053,5.9348373,10.9204235,3.3329356,5.140744,1.5963806,8.816091,53.89318685,5.68761186
2016/7/1 9:00,4.554999828,2.545000076,1.91900003,0.816999972,2.680000067,1.371000051,17.44599915,15.912126,5.849089,10.292085,3.1844556,5.246297,1.6650071,8.681285,42.72960726,5.289539118
2016/7/1 10:00,4.956999779,2.545000076,1.99000001,0.852999985,2.954999924,1.491999984,19.97900009,13.906168,5.722128,8.221534,3.094298,5.2287517,1.7459295,8.726198,37.9853098,4.911373076
2016/7/1 11:00,5.760000229,2.545000076,2.203000069,0.852999985,3.441999912,1.491999984,20.11899948,10.940862,5.5662794,5.298735,3.0041344,5.0919104,1.7859685,8.839037,25.74665531,3.810407418
2016/7/1 12:00,4.68900013,2.545000076,1.812000036,0.852999985,2.832999945,1.523000002,19.20499992,8.642015,5.498289,3.0769432,2.980401,4.934738,1.7929211,8.926344,20.08786944,3.278423292
2016/7/1 13:00,4.68900013,2.678999901,1.77699995,1.243999958,3.107000113,1.613999963,18.5720005,2.7930813,5.6388683,-2.475318,3.2533417,4.7528157,1.8141913,9.179345,17.92082203,3.193729906
2016/7/1 14:00,5.090000153,2.947000027,2.451999903,1.350000024,2.559000015,1.432000041,19.55599976,-2.78409,5.292694,-7.500713,2.8905804,3.8116438,1.7116922,9.122294,39.92043115,4.81130273
2016/7/1 15:00,5.090000153,3.148000002,2.486999989,1.350000024,2.588999987,1.523000002,17.30500031,-5.860585,5.0611897,-10.341719,2.727737,3.381861,1.5887187,9.563602,50.08742792,5.09574412
2016/7/1 16:00,4.21999979,2.411000013,1.70599997,0.782000005,2.618999958,1.491999984,19.48600006,-6.5743103,4.951786,-11.049431,2.675796,3.2303088,1.588012,9.969598,54.31500446,5.45829228
2016/7/1 17:00,4.756000042,2.344000101,1.63499999,0.711000025,3.075999975,1.491999984,19.13400078,-6.5993643,4.7389874,-10.761576,2.5636005,3.3876934,1.5286314,10.272042,52.9171852,5.31568739
2016/7/1 18:00,5.625999928,2.880000114,2.523000002,1.207999945,3.075999975,1.491999984,20.68199921,-3.7509995,4.663418,-8.065367,2.5370736,3.4440043,1.5355847,10.16346,45.10937773,4.858283746
2016/7/1 19:00,5.492000103,3.013999939,2.451999903,1.207999945,3.015000105,1.552999973,18.71199989,-1.29212,4.589328,-5.6091485,2.4830737,3.434592,1.5437672,10.225274,26.75921852,3.801602983
2016/7/1 20:00,5.357999802,3.013999939,2.451999903,1.207999945,2.862999916,1.523000002,17.86800003,1.2285385,4.314524,-2.7902608,2.3098042,3.563949,1.4967921,11.035718,13.51588251,2.761927048
2016/7/1 21:00,5.090000153,2.947000027,2.381000042,1.207999945,2.680000067,1.523000002,18.00900078,8.579159,3.746583,4.2672863,1.8857291,3.8120384,1.4068398,10.143293,11.42790256,2.280951935
2016/7/1 22:00,4.822999954,2.947000027,2.203000069,1.172999978,2.618999958,1.523000002,18.00900078,10.278401,3.6210032,5.984101,1.7726159,3.8622046,1.3496513,10.269337,15.19284962,2.809476885
2016/7/1 23:00,4.622000217,2.880000114,2.131999969,1.136999965,2.467000008,1.491999984,19.76799965,10.826258,3.4984324,6.664962,1.6743883,3.8654597,1.32641,10.300964,21.61709681,3.274875109
2016/7/2 0:00,5.223999977,3.08100009,2.700999975,1.315000057,2.437000036,1.523000002,21.10400009,7.265048,3.334174,4.5530686,1.6258518,2.549124,1.3260288,18.013023,2.480324267,1.122459222
2016/7/2 1:00,5.157000065,3.013999939,2.878000021,1.350000024,2.345000029,1.432000041,19.6970005,7.3742075,3.2278361,4.5710564,1.5675148,2.5315957,1.3149896,18.114622,1.489702628,0.889657052
2016/7/2 2:00,5.157000065,3.148000002,2.878000021,1.491999984,2.28399992,1.432000041,20.04899979,9.532118,3.437493,6.485572,1.7924311,2.9526248,1.2892693,17.055956,5.965148572,1.768144777
2016/7/2 3:00,5.157000065,3.08100009,2.914000034,1.491999984,2.193000078,1.401000023,20.75200081,11.51968,4.1500797,7.516906,2.0552034,3.5849261,1.3776681,15.422593,13.35302266,2.76321924
2016/7/2 4:00,4.554999828,3.08100009,2.451999903,1.491999984,2.193000078,1.401000023,21.38500023,11.363951,3.9590254,7.9004703,2.0606802,3.6250339,1.4399418,16.061127,15.36254784,2.928425132
2016/7/2 5:00,5.425000191,3.282000065,3.092000008,1.70599997,2.437000036,1.462000012,22.22999954,11.537667,3.953601,7.6445217,2.0574653,3.4825084,1.370272,15.01426,15.97616055,2.863032955
2016/7/2 6:00,5.492000103,3.282000065,2.523000002,1.491999984,2.984999895,1.462000012,20.26000023,11.517948,4.0906844,7.3530626,2.0728614,3.70775,1.4126083,14.6882515,13.17173061,2.655635256
2016/7/2 7:00,5.625999928,3.214999914,2.486999989,1.491999984,3.075999975,1.523000002,21.10400009,9.871912,3.6366134,6.1615744,1.7447107,3.4004283,1.4306374,16.576513,7.483401572,1.934155529
2016/7/2 8:00,5.559000015,3.282000065,2.594000101,1.669999957,2.924000025,1.523000002,20.61199951,7.0703664,3.1101744,3.7481933,1.367461,2.9670346,1.4393169,18.436907,1.211046633,0.777390628
2016/7/2 9:00,5.223999977,3.214999914,2.559000015,1.56400001,2.680000067,1.462000012,18.36100006,6.1084385,2.978173,2.9882236,1.27746,2.7856112,1.4374659,19.197758,0.259510862,0.400561745
2016/7/2 10:00,9.913000107,4.956999779,6.644999981,3.305000067,3.046000004,1.552999973,20.96299934,5.7449083,2.9486613,2.737403,1.2912511,2.7024643,1.4286072,19.273113,6.245731144,2.036513007
2016/7/2 11:00,11.78800011,5.425000191,8.173000336,2.523000002,3.686000109,1.674999952,19.41600037,5.539882,2.9315386,2.5893202,1.3079574,2.6375015,1.4116881,19.140942,11.30778323,2.446738753
2016/7/2 12:00,9.645000458,4.956999779,6.751999855,2.131999969,3.107000113,1.827999949,20.82299995,5.4169254,2.9304357,2.505351,1.33482,2.5816565,1.4008297,19.048702,6.322813802,2.003611396
2016/7/2 13:00,10.38199997,5.760000229,7.461999893,2.559000015,2.984999895,1.76699996,20.19000053,4.6504865,3.0434475,1.084522,1.3435135,2.5275154,1.4330626,18.695866,12.13325448,2.618083856
2016/7/2 14:00,8.774000168,4.68900013,6.111999989,2.025000095,2.894000053,1.91900003,21.31500053,3.204749,2.9935448,0.047418118,1.3223962,2.57759,1.4762049,17.70447,12.07086377,2.628803997
2016/7/2 15:00,10.44900036,5.157000065,6.965000153,2.451999903,2.772000074,1.735999942,22.0189991,3.472227,3.0852969,0.14650583,1.4256856,2.570451,1.3974195,16.942245,18.06302819,3.215738395
2016/7/2 16:00,9.845999718,4.822999954,7.035999775,2.664999962,2.894000053,1.76699996,20.68199921,4.2172346,3.122092,0.5855558,1.4496516,2.6633666,1.4306842,17.577965,12.49467317,2.666635547
2016/7/2 17:00,9.913000107,4.822999954,6.894000053,2.415999889,3.229000092,1.735999942,25.4659996,2.9245315,3.0718813,-0.60990906,1.3686793,2.7335613,1.4151444,16.845322,26.28216179,3.818255557
2016/7/2 18:00,10.64999962,4.68900013,6.928999901,2.451999903,3.381000042,1.797000051,25.88800049,4.0789804,3.0920203,0.43112373,1.3864409,2.7576685,1.4261231,17.09638,23.84359024,3.645323315
2016/7/2 19:00,10.11400032,4.354000092,6.644999981,1.812000036,3.107000113,1.735999942,27.85700035,4.5773497,3.0239682,1.0236084,1.2965479,2.7790384,1.4177747,17.777493,23.72778768,3.389888648
2016/7/2 20:00,9.979999542,4.152999878,6.573999882,1.953999996,3.411000013,1.76699996,27.29500008,6.1970816,3.2512712,2.7268505,1.498004,2.7254117,1.4061615,17.903093,16.99146112,2.775160836
2016/7/2 21:00,9.31000042,4.21999979,6.005000114,2.131999969,3.229000092,1.85800004,22.22999954,6.6631165,3.2538471,3.346634,1.5257972,2.670883,1.3824027,17.94674,4.893976786,1.742082781
2016/7/2 22:00,9.444000244,4.622000217,6.965000153,2.167999983,2.954999924,1.85800004,21.94799995,6.7964597,3.2983394,3.8596451,1.5486913,2.5596526,1.3537927,17.982513,4.989133349,1.794415244
2016/7/2 23:00,9.444000244,4.287000179,6.822999954,2.559000015,2.588999987,1.735999942,27.29500008,6.7411394,3.1331067,3.7549894,1.4673415,2.5802836,1.3407884,17.952553,15.23984565,2.537542629
2016/7/3 0:00,10.38199997,5.425000191,7.604000092,2.309999943,2.954999924,1.674999952,29.33499908,9.0426235,4.54309,5.672923,2.4664721,2.5464616,1.4889531,22.334229,7.933933699,1.700598738
